num,sentence
"177,私の忠告がなかったら、彼は破滅していただろう。"
"178,すぐに行ってください。"
"179,彼は私たちを仲違いさせた。"
"180,このプールは１３歳未満の子供の入場は許可されていない。"
"181,車で送っていってあげるよ。"
"182,火は消えた。"
"183,トムを除いてはだれもレポートを提出しなかった。"
"184,このピザ、マジで超うまいな。"
"185,スケジュールを確認させてください。"
"186,風が吹く。"
"187,英語を勉強しましょう。"
"188,針と糸を持っていませんか。"
"189,私にこれをくれたのはトムなんだよ。"
"190,トムは時間に間に合うよ、多分ね。"
"191,彼は学生らしい。"
"192,奮闘がおさまると、話し合いが再び始まった。"
"193,どうして彼は憎まれるのか。"
"194,「あら、お父さん釣りに行くんじゃなかったの？」「こんなに雨降ってるのに行かないよ。馬鹿じゃあるまいし」"
"195,君はいつ日本に来たのですか。"
"196,私はその話を聞いて面白かった。"
"197,私達は多少の遅れを考慮に入れなければいけません。"
"198,彼女は病気を理由に辞職した。"
"199,よく、そんな口がきけるな！"
"200,彼は今出かけるところだ。"
"201,次の選挙では民主党が共和党に勝つものと予想されている。"
"202,あなたは今晩家にいますか。"
"203,奇跡でも起こらない限り、彼はそこから逃げられないんじゃないか。"
"204,私は列車が家のそばを通る音を聞き慣れています。"
"205,本当に「怖いお化け屋敷」があると信じますか？"
"206,トムは赤い車に乗っている。"
"207,人間の力は自然に及ばない。"
"208,スパイは敵と接触した。"
"209,勝っても負けても恨みっこなしだぞ。"
"210,現場に野次馬が集まった。"
"211,「ひょっとして、今まで気づいてなかったのですか」「いや、まぁ・・・。想像の埒外だったもんで・・・」"
"212,門を閉める時間だ。"
"213,毎週、月火はピアノ、水金はダンスを習ってるの。"
"214,ビールをください。"
"215,今夜はあなたとのお話を存分に楽しみました。"
"216,ただ一つ望んだのは、できるだけ早くそこに着くことだった。"
"217,その十字路に着いた時タクシーはスピードを落とした。"
"218,その部屋にはテレビがある。"
"219,平らな土地には山も丘もない。"
"220,白いはとが屋根にいます。"
"221,君は赤信号を無視して走りましたね。"
"222,彼はそこで泳がないように言った。"
"223,彼らのうち数人がその法案に反対である。"
"224,トムは夢にうなされた。"
"225,彼は一生懸命に働く事の重要性を強調した。"
"226,すぐ出発するつもりだった。"
"227,彼は私たちがそういったのを覚えている。"
"228,将棋の棋譜には著作権があるのか、といったことはいろいろなところで議論されています。"
"229,彼とのつきあいは長く続かなかった。"
"230,トムによればジェーンは先月結婚したそうだ。"
"231,中華料理が好きですか。"
"232,悪かったよ。埋め合わせさせてくれる？"
"233,青年時代に親友をつくり、よい本を読みなさい。"
"234,机の上に扇風機があります。"
"235,もっと運動しないと、あなたは太りますよ。"
"236,その子はそれを箱の中に入れました。"
"237,２１２ー８３６ー１７２５に指名通話をかけたいんだけど。"
"238,トムは婚約中なんだよ。"
"239,彼には不平の種なんか一つもない。"
"240,もし世界が今の形をしていなかったら、私は誰でも信用できうる。"
"241,彼についていくのがやっとだった。"
"242,母は毎日市場に買い物に行く。"
"243,たった５０人しかこなかった。"
"244,彼は普通遅く家に帰ります。"
"245,仕事のほうはうまくいってますか。"
"246,韓国人です。"
"247,昨夜は-10℃まで冷え込んだ。"
"248,彼の性格の特長はあつかましさだ。"
"249,若いころ私はビートルズに夢中になった。"
"250,描画が故障して。"
"251,コンピューターを使える人を探しています。"
"252,彼は食べながら読書を続けた。"
"253,突然に玄関のベルが鳴って、一人の黒い男性の影が静かに辷り込んで来ました。"
"254,彼はペンを取り出して小切手にサインした。"
"255,さあ、一緒に来いよ。"
"256,「今日火曜日だよね？」「うん」「なんでこんな混んでるんだろう？」"
"257,ここには明文化されていないルールがたくさんあって、初めのうちはいろいろと注意されることになると思いますが、どうかめげないでくださいね。誰もが通る道ですから。"
"258,私は彼の傲慢さにこれ以上我慢できない。"
"259,彼女が当惑したことに赤ん坊はとうとう泣きやまなかった。"
"260,滞在を許可して下さい。"
"261,おそくまで外出していた言い訳をする。"
"262,トムは赤ワインの入ったグラスをメアリーに手渡した。"
"263,学生は一人も遅刻しなかった。"
"264,その船は修理が必要である。"
"265,私のアパートはこの近くにあります。"
"266,名前は何とおっしゃいますか。"
"267,私は人参を食べられない。好きじゃない。"
"268,彼は誰にも一言も言わないで会社を出ていった。"
"269,あの店では輸入品を売っている。"
"270,あなたの娘さんはいつ成年に達したのですか。"
"271,トムは勉強してるって思ってた。"
"272,すぐに気候の変化に慣れます。"
"273,彼女は何もしないで何時間もそこに座っていることがよくある。"
"274,毎朝とても楽しそうだけど。"
"275,君に彼の言ったことがわかったはずがない。"
"276,彼女が３０歳以上であるはずがない。まだ２０代であるにちがいない。"
"277,隣の家が何だかがやがやとうるさい。パーティーでもしているのだろうか？"
"278,トムに謝ってもらいたいな。"
"279,花瓶は床に落ちて粉々になった。"
"280,議論の重要なポイントはこれまでに述べてきたとおりである。"
"281,彼女は子供が5人います。"
"282,お願い、笑わせないで！昨日腹筋のやり過ぎでお腹が筋肉痛なの！"
"283,君の質問に僕は答えにくい。"
"284,アメリカ生まれなので、太郎は上手な英語を話す。"
"285,彼は丸太をのこぎりでひいて板にしている。"
"286,このらくだは人によくなれているからだれが乗っても大丈夫です。"
"287,みんなはどこ？"
"288,コンピューターはとても役に立ちます。"
"289,違うってば。"
"290,先生は黒板に英語の文を書いた。"
"291,トムは英語はもちろん、フランス語も話せるんだ。"
"292,私が帰宅したとき、ケンは読書をしていた。"
"293,長いことバスを待った。"
"294,その説明は決して満足するものではない。"
"295,困ったことは、彼らに時間がないことです。"
"296,これをフランス語へ翻訳するのに３時間以上かかりました。"
"297,トムは今お風呂に入っている。"
"298,彼らは暴君の支配下にあった。"
"299,私は彼の判断は正しいと結論を下した。"
"300,私のことは心配しないで下さい。"
"301,トムさんは、名誉か死のどちらかを選ばなければなりません。"
"302,彼らは一晩中その部屋で私と一緒だった。"
"303,去年までは順調だったが、今年になってガタンと売り上げが落ちた。"
"304,この薬は効くと思いますよ。"
"305,その歌手は美声の持ち主だ。"
"306,早くよく成れ。"
"307,もしコーヒーが濃すぎれば、いくらかお湯を足して下さい。"
"308,そろそろ職場が恋しくなってきた。でも、仕事がしたいわけではない。"
"309,彼らはありもしない話をしばしばでっち上げる。"
"310,彼女は息子の成功を望んだ。"
"311,この食事にはビタミンがたくさんはいっている。"
"312,彼は金持ちだが、その財産にもかかわらず少しも幸せではない。"
"313,ガーデンフェンスを至急配達して下さい。"
"314,普段あまり食べないのに、お茶漬けをさらさらと食べているコマーシャルを見ると、無性に食べたくなってしまう。"
"315,彼女は一晩中泣き続けた。"
"316,ルームメイトがおしゃべりなのです。"
"317,私はニューヨークを訪れたいものだ。"
"318,あの若い評論家はあちこちで引っ張りだこである。"
"319,そのスーパーではいろいろな種類の果物が選べる。"
"320,彼女は姉ほど一生懸命勉強しない。"
"321,メアリーは利口でもあり親切でもある。"
"322,彼女は善意に満ちている。"
"323,私はクラブかゴルフ場で時たま彼に出会う。"
"324,その婦人は真珠のネックレスをかけていた。"
"325,彼女には十人の子供がいる。"
"326,今晩チェスをしてはどうですか。"
"327,趣味に熱中するあまり、仕事がおろそかになってしまった。"
"328,彼に自分の意見を述べさせよ。"
"329,私はただ冗談にそう言ったのだ。"
"330,トムはバイクで会社に通っている。"
"331,この議論の妥当性に関する疑問はデータを見れば雲散霧消する。"
"332,彼は眼鏡越しに私をにらみつけた。"
"333,私の注文が処理されているかどうか調べてもらえますか。"
"334,あの店には私に合う帽子はなかった。"
"335,日本は産業国である。"
"336,その試験を受けそこなった人はあす受けなければいけません。"
"337,Ｃ＋＋を学ぼうとするたびに、ポインタに手こずる。"
"338,誰も食事なしでは生きられない。"
"339,いつ来てもかまわないよ。"
"340,一人しか散髪屋がいない町では、誰が彼の髪を刈るのだろう？"
"341,私はその会合に参加してもかまわない。"
"342,彼女の住所を知っていたら、彼女に手紙を書いただろう。"
"343,あなた電気を消し忘れてたわよ。"
"344,今年はお正月は日曜日にあたる。"
"345,彼を起こさないでほしい。"
"346,トムのご両親は、トムが３歳の時に亡くなったんです。"
"347,私が正午前にそこへ着くことは不可能です。"
"348,彼女はその手紙を読んでいる時うろたえた様子だった。"
"349,犬の毛はいわばセーターだ。"
"350,雪で覆われた山を見てごらんなさい。"
"351,ケイトの父親は家から歩いて帰宅する。"
"352,遅すぎますか？"
"353,今のアナウンスがよくわからなかったのですが。"
"354,当時その島には誰も住んでいなかった。"
"355,君は相変わらず同じような電話しくれない。"
"356,彼女はオーブンから何か取り出そうとしてかがんでいた。"
"357,結婚してるなんていわなかったじゃない。"
"358,山は夕焼け色で燃えるようだった。"
"359,彼女は彼を拒んだ。"
"360,彼女は私たちにあいまいな返事をした。"
"361,ガスの臭いがする。"
"362,その後で、わたしはホーチミンへ発ちます。"
"363,不妊症です。"
"364,あの男の子は大変賢い子だ。"
"365,機が熟したら、大胆に突き進むべきだ。僕が側にいる。"
"366,お疲れのようですね。きっと働き過ぎですよ。"
"367,２マイルぐらいあります。"
"368,数年前、近所の空き地で白骨死体が発見された。"
"369,彼女は私たちにとって素晴らしいお手本でした。"
"370,通りに沿って店が並んでいる。"
"371,人が話しているときに横やりを入れるものじゃない。"
"372,彼は父親が病気だと言ったが、それはうそだった。"
"373,あの場合どうしたらいいか途方に暮れました。"
"374,先週の月曜からメアリーから連絡が来なくてさ、トムが心配してるんだ。"
"375,私は失った時間を補うために一生懸命に仕事をしなければいけない。"
"376,その少年は溺れ死ぬところだった。"
"377,トムはまだ胃が痛むって言ってるよ。"
"378,君はこの文訳すには本当びびり過ぎだよ。"
"379,彼の顔は青くなった。"
"380,ここには数日いるつもりだよ。"
"381,彼は雨具を用意して出かけた。"
"382,その決定は最終的なものではない。"
"383,兄が大きな魚を捕まえた。"
"384,彼女は彼を師と仰いでいる。"
"385,その黄色いのをいただきましょう。"
"386,王の腕は長い。"
"387,私たちは、話すことができるという点で動物と異なる。"
"388,そんなことして何になるのか。"
"389,彼から借りたオートバイが故障した。"
"390,あなたは長い間そこに滞在するつもりですか。"
"391,その戦いは生死を賭けた戦いのようであった。"
"392,誰かが来るのを待ってるの？"
"393,その寝室には、美しい装飾品がいっぱいあった。"
"394,次の角で右に曲がりなさい。"
"395,仕事は楽で、暇がたくさんあります。"
"396,スキューバダイビングをやったことがありますか。"
"397,彼の若さを考慮に入れるべきだ。"
"398,ラジオがこのニュースを詳しく放送した。"
"399,試験が終わって私はくつろいだ。"
"400,今週の金曜って授業あるの？"
"401,トムはあまり外出しない。"
"402,ジェーンはたいへん魅力的な女の子だ。"
"403,彼はお金を盗んだ事で罰を受けた。"
"404,首相は早い時期に選挙を行う可能性があるとほのめかした。"
"405,今夜は月が明るく輝いている。"
"406,私はTatoebaにはまっている。"
"407,トムは飛行機事故で亡くなった。"
"408,町中の人々がびっくりしたことには、市長が逮捕された。"
"409,そこからその家の屋根が見える。"
"410,彼は脚本を書いている。"
"411,アジアには多民族が住んでいる。"
"412,前から気になってたんだけど、トムって大学では何専攻してるの？"
"413,彼はクラスの他のどの少年よりも速く泳げる。"
"414,シートベルトを着用して下さい。"
"415,彼女のプライバシーに立ち入らないように注意しなさい。"
"416,これって時間かかりそう？"
"417,彼女は恐くて口が利けなかった。"
"418,トム、10秒でいいから黙っててくれない？"
"419,ネクタイどれがいいと思う？"
"420,荒廃の跡を見て、彼は戦争の意味を十分に理解した。"
"421,ソ連は最後の手段としてしかその国を空爆しないだろう。"
"422,その返事は我が意を得たものだった。"
"423,子供の持ちたがらない日本人が増えている。"
"424,彼はどういう意味で言ったのだと思う？"
"425,私たちはその町に来て、１週間滞在した。"
"426,そんなに飲み続けると病気になりますよ。"
"427,よい一日をね。"
"428,誰かが彼の部屋の前にたっている。"
"429,聖書は毎年百万部以上売れる。"
"430,私は彼に後れを取らないように一生懸命勉強せねばならない。"
"431,どれだけ本に使ったかをざっと計算してみてください。"
"432,我々は地面が沈んでいくのを感じた。"
"433,彼女の移り気にはみんな当惑している。"
"434,あの、すみません..."
"435,彼はどこか具合が悪いと思います。"
"436,昨年、ロンドンに旅行した。"
"437,退職後の家を建てようと、南フランスの丘に小さな土地を買った。"
"438,なぜなら友達も皆貧乏だったからです。"
"439,「君はそれを終えたか」「とんでもない、始めたばかりだ」"
"440,君の夢一杯のビジネスプラン、絵に描いた餅にならんことを切に望むよ。"
"441,私の電話番号は２４６８です。"
"442,彼はまるでこの世の中のことを何でも知っているような口を利く。"
"443,で何を出す店やってるの？"
"444,彼女は普通９時に寝る。"
"445,発送前に箱がきちんと密閉されていることを確認してください。"
"446,彼を知っている人々は、彼のことを良く言います。"
"447,彼女はいつも忙しい。"
"448,その男性はスパイとして逮捕された。"
"449,トキポナが少しできる。"
"450,ジョンはジャックの側に座る。"
"451,直ちに仕事に取りかかることを勧めます。"
"452,ちっとも気にしていない。"
"453,「早くしないと銀行閉まっちゃうよ」「あ、銀行は明日行くことにした」"
"454,彼女ははっきりとした口調で話すのがわかりやすい。"
"455,その問いかけに答えるチャンスを今、私たちは手にしました。今この時こそが、私たちの瞬間です。今この時にこそ、私たちは人々がまた仕事につけるようにしなくてはなりません。子供たちのために、チャンスの扉を開かなくてはなりません。繁栄を取り戻し、平和を推進しなくてはなりません。今この時にこそ、アメリカの夢を取り戻し、基本的な真理を再確認しなくてはなりません。大勢の中にあって、私たちはひとつなのだと。息をし続ける限り、私たちは希望をもち続けるのだと。そして疑り深く悲観し否定する声に対しては、そんなことできないという人たちに対しては、ひとつ国民の魂を端的に象徴するあの不朽の信条でもって、必ずやこう答えましょう。"
"456,昨日から何も食べてない。"
"457,風もないのにドアはひとりでに開いた。"
"458,比較研究が今や急速に進歩した。"
"459,この部屋は日当たりが良い。"
"460,一度してしまったことは元には戻らない。"
"461,彼女はつらい目にあったか。"
"462,お願いだ、私の娘を助けてくれ。"
"463,そこはとても大きくてにぎやかな都市だ。"
"464,相当な収穫を期待してもよいと思った。"
"465,トムは一日中、学校にいた。"
"466,表に出ようか。"
"467,台風は午後２時頃関東地方に接近するでしょう。"
"468,このドアは自動的にロックされます。"
"469,その町の中心にすてきな公園がある。"
"470,ナンシーは内気というよりむしろ恥ずかしがりやだ。"
"471,出火原因を知っている者はいないのか?"
"472,これは価値がありますか？"
"473,私はトムの友達でよかった。"
"474,この本を預けておきたいのですけど。"
"475,祖父は昔の話をしてくれます。"
"476,テレビを付けてもいいですか。"
"477,我々の便が運行中止となった。"
"478,彼女は親切だという事がわかりました。"
"479,この家の持ち主はだれですか。"
"480,彼は書類に署名せざるをえなかった。"
"481,彼女は彼の住所を知りたくてたまらなかった。"
"482,いつやめたらよいか言って下さい。"
"483,彼の講義は田中先生の講義よりも遥かに程度が高い。"
"484,彼らは山頂にテントを立てた。"
"485,おいしいローストチキンは私のお気に入りの料理の１つです。"
"486,彼は友人の肩をぽんとたたいた。"
"487,彼は親切に私を病院に連れってくれた。"
"488,次が君の降りる駅です。"
"489,振り袖で仕事はできぬ。"
"490,木靴を履くのが好きだ。"
"491,我々のすべきことはたくさんある。"
"492,彼は青が一番美しい色だと思っている。"
"493,その原因は、トムにあると思うよ。"
"494,彼は私にタクシーを呼んでくれた。"
"495,彼は並みの学生ではない。"
"496,１週間便通がない。"
"497,スリにあってしまいました。"
"498,彼女は本当にかわいい。"
"499,彼はその辞書を使った。"
"500,彼女はまだ親のすねをかじっている。"
"501,君が私たちのパレードに加わって、通りを行進することを希望する。"
"502,適度な運動は血行をよくする。"
"503,お年寄りは過去を顧みてしまいがちだ。"
"504,昼食前にしていただけますか。"
"505,トムには相談する人がいない。"
"506,私はこどもを連れた人に会いました。"
"507,彼は快適な暮らしをしている。"
"508,私に関して言えば、何の質問もありません。"
"509,彼女は私とケーキを分け合った。"
"510,私にはその意味がわからない。"
"511,警察は街頭デモを阻止しようとした。"
"512,機嫌が悪いのです。"
"513,彼は夜私を訪ねた。"
"514,私は全く疲れていない。"
"515,行かないっていうこと？"
"516,春が来ると雪は溶けてしまった。"
"517,「これは1ですか、7ですか？」「いや、2のつもりなんですけど」"
"518,誰か乗せてってほしい人いる？"
"519,こんなにすてきな体験が出来て私はなんて幸せなんでしょう。"
"520,彼はうそをつくことを恥じている。"
"521,私は百枚のページを印刷する。"
"522,頼んである朝食がまだ来ません。すぐ持ってきて下さい。"
"523,私は彼が好きでない。"
"524,商談の第１回目は明日の朝１０時です。"
"525,雑誌なんか読んで何の役に立つというのか。"
"526,彼らの仕事はネズミを絶滅させる事である。"
"527,怠け者のその男は、しばしば職務を怠る。"
"528,警察は国中で何百もの麻薬の手入れをおこなった。"
"529,それは値段は安いが、その反面品質がよくない。"
"530,何かが背中をはっているのを感じた。"
"531,父はわたしを怒ってどなった。"
"532,ご確認ください。"
"533,私には、スケートよりもスキーのほうがずっと面白いです。"
"534,彼女に口答えすること自体そもそも間違いだろ。"
"535,お支払いはいかがなさいますか？"
"536,私たちは早く出発する事に意見が一致している。"
"537,雨のために散歩ができなかった。"
"538,最近の若い子たちのファッションにはついていけないわ。"
"539,バラのように美しい。"
"540,彼がそんなに夜遅く起きているのは珍しいと思った。"
"541,その１０代の女優にはかなり多くのファンがいる。"
"542,私達は歩きながら歌を歌った。"
"543,教育にもっとお金をかければ経済成長に拍車がかかるだろう。"
"544,ご入用でしたらさしあげます。"
"545,列車が視界から消えた。"
"546,すみません、そこ私の席だと思うんですけど。"
"547,雨が激しく降っていますそれでも私は行かなければならない。"
"548,ここで遊んではいけない。"
"549,その男の子は重い箱を片手で持ち上げた。"
"550,ルバーブタルトの方がアプリコットタルトより好きだ。"
"551,シャツ、裏返しに着てるよ。"
"552,彼女の目には恐怖があった。"
"553,フランス語と英語、どちらで話すことが多いですか？"
"554,彼女は病院に連れていかれた時に正気にかえった。"
"555,元気な若者は山登りが好きである。"
"556,その仕事に彼は才をふるった。"
"557,私達は日の出を見るために早起きした。"
"558,彼女は姉たちとジャックを訪れると言った。"
"559,トムは庭に花を植えた。"
"560,彼は次のように答えた。"
"561,以下の通り注文いたします。"
"562,青空以外には何も見られなかった。"
"563,この部屋は日当たりが悪い。"
"564,女房の悪さは六十年の不作。"
"565,彼は召し使いをおけるほど金持ちだ。"
"566,そんなに速く走らないでよ。"
"567,それでは私の立つ瀬がない。"
"568,友達だろう？"
"569,あなたは何人家族ですか。"
"570,君の時計では今何時ですか。"
"571,庭は花で色鮮やかである。"
"572,不安な時もかなりあったが、結局は全てがうまくいった。"
"573,あんなに親切な人たちに出会えたなんて幸運なことです。"
"574,行動は言葉より大切です。"
"575,８時半までに登校するようにしてください。"
"576,バグだか何だか分かんないけど、このソフトはちゃんと動かない。"
"577,彼女は同級生と仲が良い。"
"578,彼女がそうしたのは全く妥当であった。"
"579,ゆっくり話してください。"
"580,被害届を出すためにきたのか？"
"581,頭痛がしたのでアスピリンを２錠飲んだ。"
"582,私は営業部です。"
"583,ガス欠です。"
"584,俺はバンドで演奏してるんだ。"
"585,ありがとうございます。申し訳ございませんが、別件が入っておりまして、また次回誘っていただけるとうれしいです。"
"586,明日は10月20日。"
"587,あそこに立ってる女の人はだれですか。"
"588,私はフットボールをしました。"
"589,あなたは本当に幽霊を見たのではない。それは架空のものでしかなかったのだ。"
"590,勤務中にタバコを吸ってはいけない。"
"591,財布を探すのを手伝ってくれませんか。"
"592,僕は学生の頃日記を英文でつけていたものだ。"
"593,彼の映画で気に入らないのは、作品が事実に基づいていない事だ。"
"594,英語というのは一朝一夕にマスターできるものではない。"
"595,私はバスより汽車が好きです。"
"596,その仕事はとてもおもしろいことがわかった。"
"597,この薬はまだ薬局で売られていない。"
"598,彼は、「彼女はなんてかわいい子だろう」と言った。"
"599,もし上手に使えば、お金はずいぶん役に立つ。"
"600,彼はその知らせに心を乱した。"
"601,彼女は誘惑に負けてその宝石を買ってしまった。"
"602,今、切符を受け取らなくてはいけないのですか。"
"603,その王の死は戦争を引き起こした。"
"604,彼は足早に立ち去った。"
"605,ハンバーガーを食べてから寝ました。"
"606,ヘッドライトがまぶしくて一瞬目がくらんだ。"
"607,あなたの姓が聞き取れませんでした。"
"608,その犬は走り始めた。"
"609,目が覚めてみると我々は大海原を漂流していた。"
"610,敏速に、しかし注意してやりなさい。"
